,act_symbol,sector
3294,LIXT,PHARMACEUTICAL PREPARATIONS
3295,FPAY,"SERVICES-EQUIPMENT RENTAL &amp; LEASING, NEC"
3296,GNUS,SERVICES-MOTION PICTURE &amp; VIDEO TAPE PRODUCTION
3297,OMNT,Unknown
3298,BWFG,STATE COMMERCIAL BANKS
3299,BTTR,BEVERAGES
3300,NVOS,ENGINES &amp; TURBINES
3301,PALT,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
3302,SOTK,"SPECIAL INDUSTRY MACHINERY, NEC"
3303,CCEL,"SERVICES-MISC HEALTH &amp; ALLIED SERVICES, NEC"
3304,GBOX,SERVICES-MANAGEMENT CONSULTING SERVICES
3305,IAIC,Unknown
3306,MOBQ,SERVICES-ADVERTISING
3307,NETE,Unknown
3308,SURG,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE)
3309,AFT,Unknown
3310,EMMA,PHARMACEUTICAL PREPARATIONS
3311,JHG,INVESTMENT ADVICE
3312,OLB,"SERVICES-BUSINESS SERVICES, NEC"
3313,SUNS,Unknown
3314,POWW,"ORDNANCE &amp; ACCESSORIES, (NO VEHICLES/GUIDED MISSILES)"
3315,MDVL,RETAIL-DRUG STORES AND PROPRIETARY STORES
3316,PCB,STATE COMMERCIAL BANKS
3317,NSP,SERVICES-HELP SUPPLY SERVICES
3318,HCA,"SERVICES-GENERAL MEDICAL &amp; SURGICAL HOSPITALS, NEC"
3319,FURY,GOLD &amp; SILVER ORES
3320,MX,SEMICONDUCTORS &amp; RELATED DEVICES
3321,TVTX,PHARMACEUTICAL PREPARATIONS
3322,CSOD,Unknown
3323,MLPY,Unknown
3324,IVDA,SERVICES-PREPACKAGED SOFTWARE
3325,SREV,Unknown
3326,TDJ,Unknown
3327,BCX,Unknown
3328,HII,SHIP &amp; BOAT BUILDING &amp; REPAIRING
3329,APTS,REAL ESTATE INVESTMENT TRUSTS
3330,EURN,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
3331,MICT,FOOD &amp; KINDRED PRODUCTS
3332,ABVC,PHARMACEUTICAL PREPARATIONS
3333,MKTY,Unknown
3334,QUBT,SERVICES-PREPACKAGED SOFTWARE
3335,SPHS,Unknown
3336,WCFB,Unknown
3337,KAVL,RETAIL-NONSTORE RETAILERS
3338,DTST,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3339,GMLP,Unknown
3340,LINK,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
3341,PFLT,Unknown
3342,UAN,AGRICULTURE CHEMICALS
3343,NSPR,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
3344,CVLB,Unknown
3345,ARCO,RETAIL-EATING PLACES
3346,SQNS,SEMICONDUCTORS &amp; RELATED DEVICES
3347,STAG,REAL ESTATE INVESTMENT TRUSTS
3348,INM,PHARMACEUTICAL PREPARATIONS
3349,AL,"SERVICES-EQUIPMENT RENTAL &amp; LEASING, NEC"
3350,SPLP,MISCELLANEOUS PRIMARY METAL PRODUCTS
3351,SVVC,Unknown
3352,RCAT,SERVICES-PREPACKAGED SOFTWARE
3353,BCM,"COMMERCIAL BANKS, NEC"
3354,OIL,"COMMERCIAL BANKS, NEC"
3355,VNET,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
3356,IHD,Unknown
3357,SSSS,Unknown
3358,SHSP,Unknown
3359,ESGC,Unknown
3360,RENN,SERVICES-PREPACKAGED SOFTWARE
3361,WIFI,Unknown
3362,CASA,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
3363,CDK,Unknown
3364,ELC,ELECTRIC SERVICES
3365,IMMP,PHARMACEUTICAL PREPARATIONS
3366,JSM,"SECURITY BROKERS, DEALERS &amp; FLOTATION COMPANIES"
3367,THR,ELECTRICAL INDUSTRIAL APPARATUS
3368,VOC,CRUDE PETROLEUM &amp; NATURAL GAS
3369,EYES,ELECTROMEDICAL &amp; ELECTROTHERAPEUTIC APPARATUS
3370,INSE,SERVICES-PREPACKAGED SOFTWARE
3371,PBHC,STATE COMMERCIAL BANKS
3372,CALB,STATE COMMERCIAL BANKS
3373,RACE,MOTOR VEHICLES &amp; PASSENGER CAR BODIES
3374,SMHI,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
3375,GYRO,OPERATORS OF NONRESIDENTIAL BUILDINGS
3376,KOS,CRUDE PETROLEUM &amp; NATURAL GAS
3377,RLJ,REAL ESTATE INVESTMENT TRUSTS
3378,FENG,TELEVISION BROADCASTING STATIONS
3379,NGL,NATURAL GAS TRANSMISSION
3380,CSWI,ADHESIVES &amp; SEALANTS
3381,UZA,Unknown
3382,ACST,PHARMACEUTICAL PREPARATIONS
3383,COCP,PHARMACEUTICAL PREPARATIONS
3384,NMFC,Unknown
3385,NSR,Unknown
3386,CXDO,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE)
3387,YNDX,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
3388,CIIG,BLANK CHECKS
3389,DDD,SERVICES-PREPACKAGED SOFTWARE
3390,HEQ,Unknown
3391,JSD,Unknown
3392,SAVE,"AIR TRANSPORTATION, SCHEDULED"
3393,MOS,AGRICULTURE CHEMICALS
3394,ATNM,PHARMACEUTICAL PREPARATIONS
3395,GRFS,PHARMACEUTICAL PREPARATIONS
3396,IZEA,SERVICES-ADVERTISING
3397,EMO,Unknown
3398,CCLP,"OIL, GAS FIELD SERVICES, NBC"
3399,AMCX,CABLE &amp; OTHER PAY TELEVISION SERVICES
3400,FDUS,Unknown
3401,VTGN,PHARMACEUTICAL PREPARATIONS
3402,MYMD,IN VITRO &amp; IN VIVO DIAGNOSTIC SUBSTANCES
3403,JE,Unknown
3404,ASPU,SERVICES-EDUCATIONAL SERVICES
3405,MITT,REAL ESTATE INVESTMENT TRUSTS
3406,NTG,Unknown
3407,MPC,PETROLEUM REFINING
3408,GLDG,GOLD &amp; SILVER ORES
3409,IROQ,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
3410,DFVL,Unknown
3411,DFVS,Unknown
3412,DSS,PAPERBOARD CONTAINERS &amp; BOXES
3413,VISL,"COMMUNICATIONS EQUIPMENT, NEC"
3414,SXC,"STEEL WORKS, BLAST FURNACES  ROLLING MILLS (COKE OVENS)"
3415,FRAN,Unknown
3416,BLRX,PHARMACEUTICAL PREPARATIONS
3417,NVFY,HOUSEHOLD FURNITURE
3418,DNKN,Unknown
3419,DPG,Unknown
3420,CHEF,WHOLESALE-GROCERIES &amp; GENERAL LINE
3421,HZNP,PHARMACEUTICAL PREPARATIONS
3422,PME,"FISHING, HUNTING &amp; TRAPPING"
3423,GMAB,PHARMACEUTICAL PREPARATIONS
3424,XVZ,Unknown
3425,LIQT,MISC INDUSTRIAL &amp; COMMERCIAL MACHINERY &amp; EQUIPMENT
3426,VER,Unknown
3427,FIF,Unknown
3428,FBHS,"MILLWOOD, VENEER, PLYWOOD &amp; STRUCTURAL WOOD MEMBERS"
3429,VNRX,IN VITRO &amp; IN VIVO DIAGNOSTIC SUBSTANCES
3430,ENOV,"ORTHOPEDIC, PROSTHETIC &amp; SURGICAL APPLIANCES &amp; SUPPLIES"
3431,UI,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
3432,BTCS,FINANCE SERVICES
3433,FLUX,"MISCELLANEOUS ELECTRICAL MACHINERY, EQUIPMENT &amp; SUPPLIES"
3434,LIVX,Unknown
3435,TTP,Unknown
3436,GNE,ELECTRIC &amp; OTHER SERVICES COMBINED
3437,ACHC,"SERVICES-SPECIALTY OUTPATIENT FACILITIES, NEC"
3438,XYL,PUMPS &amp; PUMPING EQUIPMENT
3439,PTIX,PHARMACEUTICAL PREPARATIONS
3440,PVL,CRUDE PETROLEUM &amp; NATURAL GAS
3441,LUMO,PHARMACEUTICAL PREPARATIONS
3442,CLVS,PHARMACEUTICAL PREPARATIONS
3443,APTV,MOTOR VEHICLE PARTS &amp; ACCESSORIES
3444,FBIO,PHARMACEUTICAL PREPARATIONS
3445,SPWR,SEMICONDUCTORS &amp; RELATED DEVICES
3446,MN,INVESTMENT ADVICE
3447,VAC,REAL ESTATE AGENTS &amp; MANAGERS (FOR OTHERS)
3448,BUI,Unknown
3449,BEP,ELECTRIC SERVICES
3450,TRIP,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
3451,TCP,Unknown
3452,CPRI,LEATHER &amp; LEATHER PRODUCTS
3453,LPI,CRUDE PETROLEUM &amp; NATURAL GAS
3454,MCEP,Unknown
3455,ZNGA,Unknown
3456,AMT,REAL ESTATE INVESTMENT TRUSTS
3457,CRY,Unknown
3458,WPX,Unknown
3459,ANGI,SERVICES-ADVERTISING
3460,CIVI,CRUDE PETROLEUM &amp; NATURAL GAS
3461,GRPN,SERVICES-ADVERTISING AGENCIES
3462,MNST,BOTTLED &amp; CANNED SOFT DRINKS CARBONATED WATERS
3463,SAGE,PHARMACEUTICAL PREPARATIONS
3464,SGBX,WHOLESALE-LUMBER &amp; OTHER CONSTRUCTION MATERIALS
3465,Z,"SERVICES-BUSINESS SERVICES, NEC"
3466,REGI,INDUSTRIAL ORGANIC CHEMICALS
3467,TDS,TELEPHONE COMMUNICATIONS (NO RADIO TELEPHONE)
3468,GWRE,SERVICES-PREPACKAGED SOFTWARE
3469,DBL,Unknown
3470,VSTM,PHARMACEUTICAL PREPARATIONS
3471,SLCA,"MINING, QUARRYING OF NONMETALLIC MINERALS (NO FUELS)"
3472,MTDR,CRUDE PETROLEUM &amp; NATURAL GAS
3473,TNXP,PHARMACEUTICAL PREPARATIONS
3474,POST,GRAIN MILL PRODUCTS
3475,CCXI,PHARMACEUTICAL PREPARATIONS
3476,CPAC,"CEMENT, HYDRAULIC"
3477,EPAM,SERVICES-COMPUTER PROGRAMMING SERVICES
3478,MARA,FINANCE SERVICES
3479,HMST,STATE COMMERCIAL BANKS
3480,SYNC,Unknown
3481,ONVO,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3482,NUWE,ELECTROMEDICAL &amp; ELECTROTHERAPEUTIC APPARATUS
3483,BCOV,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3484,CUBI,STATE COMMERCIAL BANKS
3485,PRLB,FABRICATED STRUCTURAL METAL PRODUCTS
3486,VGI,Unknown
3487,BBDO,STATE COMMERCIAL BANKS
3488,ALSN,MOTOR VEHICLE PARTS &amp; ACCESSORIES
3489,MTSI,SEMICONDUCTORS &amp; RELATED DEVICES
3490,MMX,GOLD &amp; SILVER ORES
3491,CSTE,CUT STONE &amp; STONE PRODUCTS
3492,VIPS,RETAIL-CATALOG &amp; MAIL-ORDER HOUSES
3493,BWG,Unknown
3494,COOP,FINANCE SERVICES
3495,RM,PERSONAL CREDIT INSTITUTIONS
3496,VCRA,Unknown
3497,MACK,PHARMACEUTICAL PREPARATIONS
3498,ZWS,GENERAL INDUSTRIAL MACHINERY &amp; EQUIPMENT
3499,ENPH,SEMICONDUCTORS &amp; RELATED DEVICES
3500,GLOG,Unknown
3501,TCPC,Unknown
3502,RPAI,Unknown
3503,SQBG,Unknown
3504,YELP,SERVICES-PERSONAL SERVICES
3505,FET,OIL &amp; GAS FILED MACHINERY &amp; EQUIPMENT
3506,MRC,WHOLESALE-INDUSTRIAL MACHINERY &amp; EQUIPMENT
3507,OPT,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3508,MFO,Unknown
3509,SPLK,SERVICES-PREPACKAGED SOFTWARE
3510,AMPY,CRUDE PETROLEUM &amp; NATURAL GAS
3511,PBYI,PHARMACEUTICAL PREPARATIONS
3512,PFPT,Unknown
3513,CLIR,"INDUSTRIAL INSTRUMENTS FOR MEASUREMENT, DISPLAY, AND CONTROL"
3514,HGH,Unknown
3515,ACRE,REAL ESTATE INVESTMENT TRUSTS
3516,FRGI,RETAIL-EATING PLACES
3517,ISD,Unknown
3518,JRI,Unknown
3519,PSX,PETROLEUM REFINING
3520,SUPN,PHARMACEUTICAL PREPARATIONS
3521,TMQ,GOLD &amp; SILVER ORES
3522,KLR,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3523,TLYS,RETAIL-APPAREL &amp; ACCESSORY STORES
3524,RZLT,PHARMACEUTICAL PREPARATIONS
3525,PHIO,PHARMACEUTICAL PREPARATIONS
3526,TGLS,FLAT GLASS
3527,WMC,REAL ESTATE INVESTMENT TRUSTS
3528,TILE,CARPETS AND RUGS
3529,CLPT,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
3530,PDI,Unknown
3531,SMM,Unknown
3532,MSCI,"SERVICES-BUSINESS SERVICES, NEC"
3533,INGR,GRAIN MILL PRODUCTS
3534,HTA,Unknown
3535,FRG,PATENT OWNERS &amp; LESSORS
3536,LPCN,PHARMACEUTICAL PREPARATIONS
3537,TROX,INDUSTRIAL INORGANIC CHEMICALS
3538,XBIO,PHARMACEUTICAL PREPARATIONS
3539,QMCO,COMPUTER STORAGE DEVICES
3540,CTR,Unknown
3541,EUFX,Unknown
3542,MMD,Unknown
3543,NOW,SERVICES-PREPACKAGED SOFTWARE
3544,ELJ,Unknown
3545,FSBW,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
3546,HTBI,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
3547,CLSK,FINANCE SERVICES
3548,CROC,Unknown
3549,FIVE,RETAIL-VARIETY STORES
3550,PANW,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
3551,ADYX,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
3552,LWLG,MISCELLANEOUS PLASTIC PRODUCTS
3553,RTNB,Unknown
3554,CHUY,RETAIL-EATING PLACES
3555,OMQS,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
3556,YRIV,REAL ESTATE
3557,NGVC,RETAIL-GROCERY STORES
3558,JPI,Unknown
3559,LDP,Unknown
3560,NDP,Unknown
3561,BRFH,"CANNED, FROZEN &amp; PRESERVED FRUIT, VEG &amp; FOOD SPECIALTIES"
3562,GMED,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
3563,INNV,SERVICES-HEALTH SERVICES
3564,BLMN,RETAIL-EATING PLACES
3565,MANU,SERVICES-AMUSEMENT &amp; RECREATION SERVICES
3566,PFMT,SERVICES-MISCELLANEOUS BUSINESS SERVICES
3567,TTSH,"RETAIL-HOME FURNITURE, FURNISHINGS &amp; EQUIPMENT STORES"
3568,SFBC,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
3569,RZA,LIFE INSURANCE
3570,BTT,Unknown
3571,PARR,CRUDE PETROLEUM &amp; NATURAL GAS
3572,RCRT,SERVICES-COMPUTER PROGRAMMING SERVICES
3573,NBHC,NATIONAL COMMERCIAL BANKS
3574,SUN,PETROLEUM REFINING
3575,ZIVO,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3576,BGB,Unknown
3577,SZC,Unknown
3578,TPHS,OPERATORS OF NONRESIDENTIAL BUILDINGS
3579,PNR,SPECIAL INDUSTRY MACHINERY (NO METALWORKING MACHINERY)
3580,QLYS,SERVICES-PREPACKAGED SOFTWARE
3581,SMLP,NATURAL GAS TRANSMISSION
3582,HY,INDUSTRIAL TRUCKS TRACTORS TRAILERS &amp; STACKERS
3583,BERY,"PLASTICS PRODUCTS, NEC"
3584,RGLS,PHARMACEUTICAL PREPARATIONS
3585,GRPH,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3586,AMBA,SEMICONDUCTORS &amp; RELATED DEVICES
3587,CRTD,SERVICES-ALLIED TO MOTION PICTURE PRODUCTION
3588,ICPT,PHARMACEUTICAL PREPARATIONS
3589,RLGY,Unknown
3590,SSTK,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3591,FANG,CRUDE PETROLEUM &amp; NATURAL GAS
3592,MLVF,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
3593,SRAX,SERVICES-ADVERTISING AGENCIES
3594,WDAY,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3595,CAPL,WHOLESALE-PETROLEUM &amp; PETROLEUM PRODUCTS (NO BULK STATIONS)
3596,MRCC,Unknown
3597,BGH,Unknown
3598,EDI,Unknown
3599,MPLX,PIPE LINES (NO NATURAL GAS)
3600,CANF,PHARMACEUTICAL PREPARATIONS
3601,DKL,PIPE LINES (NO NATURAL GAS)
3602,RH,RETAIL-FURNITURE STORES
3603,CGEM,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3604,ATOS,PHARMACEUTICAL PREPARATIONS
3605,OFS,Unknown
3606,SCM,Unknown
3607,TPST,PHARMACEUTICAL PREPARATIONS
3608,WHLR,REAL ESTATE INVESTMENT TRUSTS
3609,YY,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3610,ARDC,Unknown
3611,FEI,Unknown
3612,WHF,Unknown
3613,NID,Unknown
3614,WES,NATURAL GAS TRANSMISSION
3615,AAMC,REAL ESTATE
3616,PBF,PETROLEUM REFINING
3617,SSYS,"COMPUTER PERIPHERAL EQUIPMENT, NEC"
3618,GHY,Unknown
3619,PRTA,PHARMACEUTICAL PREPARATIONS
3620,INDP,PHARMACEUTICAL PREPARATIONS
3621,NTEC,Unknown
3622,ABBV,PHARMACEUTICAL PREPARATIONS
3623,CLI,Unknown
3624,DPW,Unknown
3625,IKNX,Unknown
3626,MOSY,Unknown
3627,SINO,Unknown
3628,WLTW,Unknown
3629,WPP,SERVICES-ADVERTISING AGENCIES
3630,IMLP,"COMMERCIAL BANKS, NEC"
3631,RDHL,PHARMACEUTICAL PREPARATIONS
3632,USAC,NATURAL GAS TRANSMISSION
3633,SWET,BLANK CHECKS
3634,CONE,Unknown
3635,NCLH,WATER TRANSPORTATION
3636,NFBK,"SAVINGS INSTITUTION, FEDERALLY CHARTERED"
3637,BFAM,SERVICES-CHILD DAY CARE SERVICES
3638,LAND,REAL ESTATE INVESTMENT TRUSTS
3639,NSS,PIPE LINES (NO NATURAL GAS)
3640,HGEN,PHARMACEUTICAL PREPARATIONS
3641,VTOL,"AIR TRANSPORTATION, NONSCHEDULED"
3642,ZTS,PHARMACEUTICAL PREPARATIONS
3643,ICLR,SERVICES-COMMERCIAL PHYSICAL &amp; BIOLOGICAL RESEARCH
3644,BCC,WHOLESALE-LUMBER &amp; OTHER CONSTRUCTION MATERIALS
3645,NIQ,Unknown
3646,RC,REAL ESTATE INVESTMENT TRUSTS
3647,ORC,REAL ESTATE INVESTMENT TRUSTS
3648,TMBR,PHARMACEUTICAL PREPARATIONS
3649,STAF,SERVICES-HELP SUPPLY SERVICES
3650,KTRA,PHARMACEUTICAL PREPARATIONS
3651,AIF,Unknown
3652,BIT,Unknown
3653,TYME,PHARMACEUTICAL PREPARATIONS
3654,IPDN,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
3655,APAM,INVESTMENT ADVICE
3656,ATMP,"COMMERCIAL BANKS, NEC"
3657,MOGO,FINANCE SERVICES
3658,PPX,Unknown
3659,MODN,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
3660,ENTA,PHARMACEUTICAL PREPARATIONS
3661,LFT,REAL ESTATE INVESTMENT TRUSTS
3662,MRIN,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3663,ETX,Unknown
3664,MIE,Unknown
3665,NML,Unknown
3666,IBTX,STATE COMMERCIAL BANKS
3667,CGIX,Unknown
3668,FUBO,SERVICES-MOTION PICTURE &amp; VIDEO TAPE PRODUCTION
3669,HMTV,CABLE &amp; OTHER PAY TELEVISION SERVICES
3670,VYNT,SERVICES-MEDICAL LABORATORIES
3671,DRIO,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
3672,KNOP,WATER TRANSPORTATION
3673,CMRX,PHARMACEUTICAL PREPARATIONS
3674,EVTC,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3675,BPY,Unknown
3676,HASI,"INVESTORS, NEC"
3677,CULL,"SAVINGS INSTITUTIONS, NOT FEDERALLY CHARTERED"
3678,SEAS,SERVICES-MISCELLANEOUS AMUSEMENT &amp; RECREATION
3679,AEYE,SERVICES-PREPACKAGED SOFTWARE
3680,DMB,Unknown
3681,DSL,Unknown
3682,EARN,REAL ESTATE INVESTMENT TRUSTS
3683,TMUS,RADIO TELEPHONE COMMUNICATIONS
3684,GWPH,Unknown
3685,VOYA,LIFE INSURANCE
3686,HCAP,Unknown
3687,QIWI,"SERVICES-BUSINESS SERVICES, NEC"
3688,AIW,Unknown
3689,AKTX,PHARMACEUTICAL PREPARATIONS
3690,AHH,REAL ESTATE
3691,IQV,SERVICES-COMMERCIAL PHYSICAL &amp; BIOLOGICAL RESEARCH
3692,TSC,Unknown
3693,NRZ,Unknown
3694,NCBS,Unknown
3695,CSTM,SECONDARY SMELTING &amp; REFINING OF NONFERROUS METALS
3696,ECOM,SERVICES-PREPACKAGED SOFTWARE
3697,ELU,Unknown
3698,NRC,SERVICES-COMMERCIAL PHYSICAL &amp; BIOLOGICAL RESEARCH
3699,PETV,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
3700,FPF,Unknown
3701,OTEL,Unknown
3702,WTER,WHOLESALE-GROCERIES &amp; RELATED PRODUCTS
3703,IVH,Unknown
3704,EPZM,Unknown
3705,AMPG,"COMMUNICATIONS EQUIPMENT, NEC"
3706,LITB,RETAIL-CATALOG &amp; MAIL-ORDER HOUSES
3707,DFP,Unknown
3708,COTY,"PERFUMES, COSMETICS &amp; OTHER TOILET PREPARATIONS"
3709,BLUE,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3710,PTCT,PHARMACEUTICAL PREPARATIONS
3711,GMRE,REAL ESTATE INVESTMENT TRUSTS
3712,GOGO,"COMMUNICATION SERVICES, NEC"
3713,EFF,Unknown
3714,ESPR,PHARMACEUTICAL PREPARATIONS
3715,NSTG,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3716,PGZ,Unknown
3717,CDW,RETAIL-CATALOG &amp; MAIL-ORDER HOUSES
3718,HDS,Unknown
3719,SAMG,INVESTMENT ADVICE
3720,NDLS,RETAIL-EATING PLACES
3721,NWS,NEWSPAPERS:  PUBLISHING OR PUBLISHING &amp; PRINTING
3722,NWSA,NEWSPAPERS:  PUBLISHING OR PUBLISHING &amp; PRINTING
3723,LIND,TRANSPORTATION SERVICES
3724,SPIR,"COMMUNICATION SERVICES, NEC"
3725,OCSI,Unknown
3726,DOOO,MISCELLANEOUS TRANSPORTATION EQUIPMENT
3727,CWEN.A,Unknown
3728,SRC,OPERATORS OF NONRESIDENTIAL BUILDINGS
3729,DOC,REAL ESTATE INVESTMENT TRUSTS
3730,REXR,REAL ESTATE INVESTMENT TRUSTS
3731,PSXP,Unknown
3732,AENZ,HEAVY CONSTRUCTION OTHER THAN BUILDING CONST - CONTRACTORS
3733,AGIO,PHARMACEUTICAL PREPARATIONS
3734,HTBX,Unknown
3735,HSTO,PHARMACEUTICAL PREPARATIONS
3736,ONTX,PHARMACEUTICAL PREPARATIONS
3737,KIO,Unknown
3738,AMH,REAL ESTATE INVESTMENT TRUSTS
3739,ASC,DEEP SEA FOREIGN TRANSPORTATION OF FREIGHT
3740,SFM,RETAIL-GROCERY STORES
3741,MBII,Unknown
3742,FOXF,"MOTORCYCLES, BICYCLES &amp; PARTS"
3743,PGEN,PHARMACEUTICAL PREPARATIONS
3744,BMCH,Unknown
3745,MIXT,SERVICES-PREPACKAGED SOFTWARE
3746,XPRO,"OIL, GAS FIELD SERVICES, NBC"
3747,GLG,"WHOLESALE-METALS, MINERALS (NO PETROLEUM)"
3748,IRT,REAL ESTATE INVESTMENT TRUSTS
3749,SPNT,"FIRE, MARINE &amp; CASUALTY INSURANCE"
3750,MUSA,RETAIL-AUTO DEALERS &amp; GASOLINE STATIONS
3751,FKWL,TELEPHONE &amp; TELEGRAPH APPARATUS
3752,VEDL,Unknown
3753,CINR,Unknown
3754,BCYP,Unknown
3755,BNFT,SERVICES-PREPACKAGED SOFTWARE
3756,FPRX,Unknown
3757,VLRS,"AIR TRANSPORTATION, SCHEDULED"
3758,XLRN,Unknown
3759,FSLF,Unknown
3760,EVOK,PHARMACEUTICAL PREPARATIONS
3761,ISEE,PHARMACEUTICAL PREPARATIONS
3762,AAOI,SEMICONDUCTORS &amp; RELATED DEVICES
3763,CEN,Unknown
3764,PINC,SERVICES-MANAGEMENT SERVICES
3765,RNG,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3766,CNHI,CONSTRUCTION MACHINERY &amp; EQUIP
3767,NVEE,SERVICES-MISCELLANEOUS BUSINESS SERVICES
3768,SAIC,SERVICES-COMPUTER INTEGRATED SYSTEMS DESIGN
3769,FATE,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3770,BURL,RETAIL-DEPARTMENT STORES
3771,ESBA,REAL ESTATE INVESTMENT TRUSTS
3772,ESRT,REAL ESTATE INVESTMENT TRUSTS
3773,RMAX,REAL ESTATE AGENTS &amp; MANAGERS (FOR OTHERS)
3774,CHMI,REAL ESTATE INVESTMENT TRUSTS
3775,PBPB,RETAIL-EATING PLACES
3776,FISK,REAL ESTATE INVESTMENT TRUSTS
3777,OGCP,REAL ESTATE INVESTMENT TRUSTS
3778,PBIP,Unknown
3779,QTS,Unknown
3780,AR,CRUDE PETROLEUM &amp; NATURAL GAS
3781,CXP,Unknown
3782,MGNX,PHARMACEUTICAL PREPARATIONS
3783,OMF,PERSONAL CREDIT INSTITUTIONS
3784,PAGP,PIPE LINES (NO NATURAL GAS)
3785,VEEV,SERVICES-PREPACKAGED SOFTWARE
3786,RGT,Unknown
3787,VJET,PRINTING TRADES MACHINERY &amp; EQUIPMENT
3788,ZEST,SERVICES-COMPUTER PROCESSING &amp; DATA PREPARATION
3789,AERI,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3790,COMM,RADIO &amp; TV BROADCASTING &amp; COMMUNICATIONS EQUIPMENT
3791,EIGI,Unknown
3792,SRLP,WHOLESALE-PETROLEUM BULK STATIONS &amp; TERMINALS
3793,ADMA,BIOLOGICAL PRODUCTS (NO DIAGNOSTIC SUBSTANCES)
3794,ANY,FINANCE SERVICES
3795,NTRP,Unknown
3796,NXTD,Unknown
3797,BRX,REAL ESTATE INVESTMENT TRUSTS
3798,CRTO,SERVICES-ADVERTISING AGENCIES
3799,MOR,PHARMACEUTICAL PREPARATIONS
3800,STKS,RETAIL-EATING PLACES
3801,VCYT,SERVICES-MEDICAL LABORATORIES
3802,ESNT,SURETY INSURANCE
3803,MMI,REAL ESTATE AGENTS &amp; MANAGERS (FOR OTHERS)
3804,NXE,MISCELLANEOUS METAL ORES
3805,TCS,"RETAIL-HOME FURNITURE, FURNISHINGS &amp; EQUIPMENT STORES"
3806,GLPI,REAL ESTATE INVESTMENT TRUSTS
3807,BHR,REAL ESTATE INVESTMENT TRUSTS
3808,KPTI,PHARMACEUTICAL PREPARATIONS
3809,WIX,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
3810,BANX,Unknown
3811,LGIH,OPERATIVE BUILDERS
3812,TWTR,"SERVICES-COMPUTER PROGRAMMING, DATA PROCESSING, ETC."
3813,NMIH,SURETY INSURANCE
3814,ABEV,BEVERAGES
3815,CHGG,SERVICES-EDUCATIONAL SERVICES
3816,DLNG,WATER TRANSPORTATION
3817,STAY,Unknown
3818,HMHC,Unknown
3819,TNDM,SURGICAL &amp; MEDICAL INSTRUMENTS &amp; APPARATUS
3820,FVCB,STATE COMMERCIAL BANKS
